Timestamp;Q1;Q2;Q3;Q4;Q5.1;Q5.2;Q5.3;Q5.4;Q5.5;Q5.6;Q6.1;Q6.2;Q6.3;Q6.4;Q6.5;Q6.6;Q6.7;Q6.8;Q7.1;Q7.2;Q7.3;Q7.4;Q8.1;Q8.2;Q8.3;Q8.4;Q8.5;Q9.1;Q9.2;Q9.3;Q9.4;Q9.5;Q10
5.16.2023 12:24:32;Bachelor;Finance;Female;Sometimes;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
5.16.2023 12:28:28;Bachelor;Finance;Female;Sometimes;Neutral;Agree;Neutral;Strongly Disagree;Disagree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Strongly Agree;Agree;Neutral;Agree;Neutral;"I haven't
"
5.16.2023 12:30:33;Bachelor;Finance;Female;Sometimes;Neutral;Disagree;Neutral;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;I don't have
5.16.2023 12:42:04;Bachelor;Finance;Female;Îften;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Disagree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.16.2023 14:17:47;Bachelor;Marketing;Female;Sometimes;Agree;Neutral;Disagree;Neutral;Agree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Disagree;Agree;My suggestion is the following: chatbots should solve much more complex tasks.
5.16.2023 15:00:12;Bachelor;International Economic Relations;Male;Îften;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Neutral;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;Disagree;Disagree;Agree;Neutral;
5.16.2023 17:46:52;Bachelor;Marketing;Female;Sometimes;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;Neutral;Disagree;Strongly Agree;Agree;Neutral;Agree;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Agree;Neutral;Disagree;Disagree;
5.17.2023 8:14:37;Master;Accounting and Analysis;Female;Îften;Neutral;Agree;Agree;Neutral;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Neutral;Neutral;Disagree;Disagree;Neutral;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Learners need to be supported and guided in acquiring the skills to make the most of the opportunities and assistance provided by artificial intelligence.
5.17.2023 13:48:07;Bachelor;Business Management;Female;Rarely;Neutral;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;
5.17.2023 13:49:20;Bachelor;Management in Tourism;Female;Never;Neutral;Neutral;Disagree;Neutral;Neutral;Neutral;Agree;Neutral;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;
5.17.2023 13:50:24;Bachelor;Public Administration;Female;Sometimes;Disagree;Disagree;Disagree;Disagree;Agree;Neutral;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.17.2023 13:50:35;Bachelor;Management in Tourism;Female;Never;Neutral;Neutral;Neutral;Disagree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Strongly Disagree;Disagree;Disagree;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;
5.17.2023 13:51:09;Bachelor;Management in Tourism;Female;Îften;Disagree;Agree;Neutral;Neutral;Neutral;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;
5.17.2023 13:51:46;Bachelor;Business Management;Female;Rarely;Neutral;Neutral;Disagree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Disagree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;
5.17.2023 13:52:41;Bachelor;Business Management;Female;Never;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Agree;Neutral;Neutral;Agree;Neutral;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;
5.17.2023 13:53:34;Bachelor;Management in Tourism;Female;Never;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Disagree;Disagree;Disagree;Agree;Disagree;Neutral;Neutral;Neutral;Neutral;Agree;Disagree;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;I do not agree.
5.17.2023 13:56:34;Bachelor;Management in Tourism;Female;Never;Agree;Neutral;Neutral;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;
5.17.2023 14:15:28;Bachelor;Management in Tourism;Female;Sometimes;Agree;Strongly Agree;Agree;Neutral;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Agree;Neutral;Neutral;Neutral;
5.17.2023 15:19:38;Bachelor;Geography, Technologies and Entrepreneurship;Female;Never;Neutral;Neutral;Neutral;Disagree;Agree;Agree;Agree;Disagree;Agree;Agree;Agree;Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Agree;Agree;Disagree;Neutral;Agree;Neutral;Strongly Disagree;Disagree;
5.17.2023 18:14:28;Bachelor;International Economic Relations;Female;Sometimes;Neutral;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Agree;Neutral;Agree;Disagree;Disagree;Neutral;Agree;Strongly Agree;
5.18.2023 9:28:40;Bachelor;Business Management;Female;Never;Neutral;Disagree;Neutral;Agree;Agree;Strongly Agree;Agree;Agree;Neutral;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Agree;Agree;I haven't used ChatGPT, but more and more of my peers are sharing that they use chat for homework on issues that require a personal position. I think intelligence is a good opportunity for ideas because it provides interesting and different answers, but it will reduce teamwork and thinking about questions.
5.18.2023 9:31:03;Bachelor;Business Management ;Female;Sometimes;Neutral;Agree;Agree;Neutral;Agree;Agree;Strongly Agree;Neutral;Disagree;Strongly Agree;Disagree;Neutral;Agree;Agree;Strongly Agree;Disagree;Disagree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.18.2023 13:36:05;Bachelor;Economics and Business;Female;Rarely;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;ChatGPT helps with question answering and I have no complaints about its work. My opinion on artificial intelligence is extremely good.
5.18.2023 13:37:26;Bachelor;Economics and Business;Female;Sometimes;Neutral;Disagree;Neutral;Strongly Disagree;Neutral;Disagree;Neutral;Agree;Neutral;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Neutral;Agree;Neutral;Neutral;Agree;Agree;Neutral;Neutral;Neutral;Artificial intelligence helps us save a lot of time, however it hinders our development and limits our teamwork
5.18.2023 13:37:49;Bachelor;Economics and Business;Female;Îften;Agree;Disagree;Neutral;Strongly Disagree;Neutral;Strongly Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;Neutral;Neutral;Strongly Agree;Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;They can be used for gathering information and contributing to research, but not as a means of overall preparation for the performance of set tasks
5.18.2023 13:38:32;Bachelor;Economics and Business;Male;Sometimes;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;I agree! I have no recommendations. ChatGPT didn't change my attitude towards artificial intelligence and intelligent chatbots :) <3
5.18.2023 13:38:53;Bachelor;Economics and Business;Male;Îften;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Disagree;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Agree;Agree;Agree;yes the chatbot assists with any information
5.18.2023 13:41:05;Bachelor;Economics and Business;Female;Sometimes;Strongly Disagree;Disagree;Disagree;Disagree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;The chatbot helped me with various assignments throughout the semester. It generates different answers, which is a big plus for the development of tasks of different topics. I don't trust the chatbot 100% though and am checking other sources. It would be useful to integrate it into the learning environment, but not to rely on it completely.
5.18.2023 13:41:25;Bachelor;Economics and Business ;Female;Îften;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Neutral;Agree;Strongly Agree;Neutral;Strongly Disagree;Neutral;I am in favor of learning with artificial intelligence because it helps us learn many new and interesting things in addition to what we learn at university. Accessibility makes it even easier because you can refer to it at any time. As an improvement, I would add a function to take photos and display images and graphics on the given topic and thus, to be able to have a visual presentation of the topic, if necessary.
5.18.2023 13:43:32;Bachelor;Economics and Business ;Male;Rarely;Neutral;Neutral;Disagree;Strongly Disagree;Agree;Disagree;Agree;Disagree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;Neutral;Agree;Agree;Neutral;Agree;Strongly Disagree;ChatGPT has changed my ideas but to a large extent. However, it is paid and we as students cannot use its full capacity. It can improve the work of students and teachers in emergency cases providing lessons and even transmitted them in an understandable way. After that, we have to learn, well, we just have to rely on it. Both students and teachers still have ways to improve, but they would definitely improve the learning process by showing steps and even solutions to tasks that even the teachers don't know and by interesting way keeping learners' attention and possibly improving their success.
5.18.2023 13:49:43;Bachelor;Economics and Business;Female;Rarely;Agree;Disagree;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Neutral;Disagree;"The technologies of generative artificial intelligence can be both positive and negative. The positive sides are: saving time for solving assigned questions and tasks; generating interesting and non-standard answers; facilitating both teachers and students in terms of the learning process The negative sides are: excessive use of this type of software stunts the students' capacity and does not stimulate them to use their mental abilities, the option of getting ready-made solutions and opinions will affect the productivity and motivation of the students.  In conclusion, I will say that integrating artificial intelligence into the learning process will be useful from a teaching point of view, but in my opinion, students should not be given complete freedom to complete their practical tasks entirely with this artificial intelligence."
5.18.2023 13:56:24;Bachelor;Economics and Business;Female;Rarely;Agree;Disagree;Neutral;Strongly Disagree;Neutral;Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Neutral;Agree;Strongly Agree;Neutral;Agree;Agree;Neutral;Disagree;Agree;Neutral;Neutral;Disagree;Strongly Disagree;My opinion on generative artificial intelligence is neither positive nor negative, as I do not consider myself a competent person to comment on it. What I can say as a student is that most colleagues use it to avoid wasting their efforts on coursework or assigned homework or to copy tests. It certainly has benefits and saves time when looking for information, but its use should not be a trend. It may take some time for the benefits of generative artificial intelligence to be established and integrated into learning.
5.18.2023 14:37:28;Bachelor;Economics and Business;Female;Rarely;Disagree;Neutral;Agree;Disagree;Neutral;Strongly Agree;Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Neutral;Agree;Neutral;Disagree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Disagree;I have no recommendations.
5.18.2023 16:10:57;Bachelor;Ìåíèäæìúíò íà òóðèñòè÷åñêèÿ áèçíåñ;Female;Never;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Disagree;Agree;Disagree;Agree;Agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;
5.19.2023 17:09:07;Bachelor;Business Management;Female;Rarely;Neutral;Neutral;Disagree;Strongly Disagree;Neutral;Strongly Disagree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.19.2023 18:11:41;Bachelor;Marketing;Female;Never;Strongly Disagree;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Agree;Strongly Agree;
5.19.2023 22:30:07;Bachelor;Marketing;Female;Rarely;Neutral;Neutral;Neutral;Agree;Disagree;Disagree;Neutral;Agree;Neutral;Neutral;Disagree;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Agree;Agree;Disagree;Neutral;Agree;Neutral;Agree;Disagree;Disagree;Agree;
5.19.2023 22:44:50;Bachelor;Economics and Business;Female;Sometimes;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Yes, ChatGPT showed me that in the near future artificial intelligence will develop even more.
5.19.2023 22:47:22;Bachelor;Economics and Business;Female;Sometimes;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;In this kind of artificial intelligence, I saw potential for development in the future.
5.21.2023 0:05:28;Bachelor;Accounting;Female;Sometimes;Agree;Disagree;Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;
5.21.2023 8:19:31;Bachelor;Accounting ;Female;Sometimes;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Strongly Disagree;Agree;Strongly Disagree;Disagree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neutral;Disagree;Agree;Neutral;Agree;
5.21.2023 9:57:56;Bachelor;Accounting;Female;Sometimes;Neutral;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Neutral;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Agree;Neutral;Neutral;Neutral;
5.21.2023 16:21:58;Bachelor;International Economic Relations;Male;Rarely;Neutral;Disagree;Neutral;Agree;Neutral;Agree;Strongly Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Neutral;Neutral;Neutral;Disagree;Neutral;Agree;Neutral;Disagree;Neutral;Neutral;Strongly Disagree;Disagree;Disagree;Neutral;Agree; 
5.21.2023 16:37:21;Bachelor;International Economic Relations;Female;Sometimes;Neutral;Agree;Neutral;Strongly Disagree;Neutral;Neutral;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Neutral;
5.21.2023 19:01:12;Bachelor;Accounting;Female;Îften;Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;Disagree;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Agree;Agree;Disagree;Neutral;Agree;Neutral;In my opinion, generative artificial intelligence would be very useful for both students and teachers. I myself have used ChatGTP to search for information on some tasks, because it manages to sift the most important things from the Internet.
5.21.2023 19:22:13;Bachelor;Finance;Female;Rarely;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neutral;Disagree;Neutral;Agree;Agree;Agree;Agree;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Neutral;Disagree;Disagree;
5.21.2023 23:07:20;Bachelor;Marketing ;Male;Îften;Neutral;Agree;Agree;Disagree;Neutral;Disagree;Disagree;Agree;Neutral;Agree;Neutral;Strongly Agree;Strongly Agree;Agree;Agree;Disagree;Disagree;Agree;Agree;Agree;Agree;Disagree;Disagree;Agree;Disagree;Disagree;Neutral;Disagree;
5.22.2023 11:39:22;Bachelor;Public Administration ;Female;Rarely;Agree;Strongly Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Neutral;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Neutral;Agree;Neutral;.
5.22.2023 11:55:44;Bachelor;Marketing;Female;Sometimes;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Neutral;
5.22.2023 18:13:33;Bachelor;Economics and Business;Male;Sometimes;Disagree;Agree;Agree;Strongly Disagree;Neutral;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;I believe they have educational benefits, but should be used sparingly by all. ChatGPT has certainly changed my attitude towards artificial intelligence in a positive way
5.22.2023 22:31:13;Bachelor;Public Administration;Male;Sometimes;Disagree;Disagree;Disagree;Neutral;Neutral;Agree;Neutral;Agree;Neutral;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Disagree;Neutral;Strongly Disagree;Disagree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Neutral;Neutral;Disagree;
5.23.2023 9:01:15;Bachelor;Marketing;Female;Rarely;Neutral;Agree;Agree;Agree;Neutral;Neutral;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Neutral;Neutral;Disagree;Neutral;More ways to solve more complex problems must be invented
5.23.2023 9:44:53;Bachelor;Marketing;Female;Sometimes;Disagree;Neutral;Neutral;Disagree;Disagree;Agree;Agree;Agree;Neutral;Agree;Neutral;Agree;Agree;Agree;Agree;Neutral;Disagree;Neutral;Agree;Agree;Agree;Disagree;Disagree;Neutral;Agree;Neutral;Disagree;Disagree;
5.23.2023 10:08:24;Bachelor;Marketing;Female;Sometimes;Neutral;Agree;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Neutral;Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;Agree;Agree;Agree;Neutral;Neutral;Disagree;
5.24.2023 23:58:12;Bachelor;Marketing;Female;Very often;Neutral;Neutral;Disagree;Disagree;Disagree;Agree;Agree;Neutral;Neutral;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;Agree;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Strongly Agree;Strongly Agree;Agree;Neutral;Strongly Disagree;
5.25.2023 0:10:46;Bachelor;International Economic Relations;Female;Îften;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;In my opinion, artificial intelligence should increasingly enter the education of adolescents!
5.25.2023 0:47:18;Bachelor;Marketing;Female;Îften;Agree;Agree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Disagree;Strongly Agree;Neutral;Agree;Strongly Disagree;
5.26.2023 0:09:45;Bachelor;Finance;Female;Sometimes;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;
5.26.2023 10:39:24;Bachelor;International Economic Relations;Female;Rarely;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;Agree;Agree;Agree;Neutral;
5.26.2023 13:18:12;Bachelor;International Economic Relations;Female;Sometimes;Agree;Neutral;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neutral;Agree;Agree;
5.26.2023 15:44:55;Bachelor;International Economic Relations;Female;Îften;Agree;Neutral;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Agree;Disagree;Neutral;Neutral;Agree;Agree;Agree;Agree;Disagree;Neutral;Neutral;Agree;Neutral;Agree;Agree;ChtGPT helps me a lot in preparing for assignments and exams. I think it gives personalized answers. Perhaps it wants more improvements in his emotional competence. But I don't think its use should be overdone.0
5.26.2023 21:43:23;Bachelor;Finance ;Female;Never;Neutral;Neutral;Disagree;Disagree;Neutral;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
5.27.2023 10:28:36;Bachelor;Marketing;Female;Very often;Agree;Agree;Neutral;Neutral;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Disagree;Disagree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Disagree;Agree;Neutral;Agree;Agree;
5.28.2023 0:51:54;Bachelor;Public Administration;Male;Îften;Agree;Agree;Agree;Agree;Neutral;Neutral;Agree;Neutral;Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Disagree;Neutral;Neutral;Neutral;Neutral;
5.31.2023 17:42:52;Bachelor;Finance;Female;Rarely;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;Neutral;I don't have any
